NSE,date
3000.04,24/08/2011
2961.99,25/08/2011
2901.17,26/08/2011
2901.17,27/08/2011
2901.17,28/08/2011
2969.03,29/08/2011
3017.15,30/08/2011
3017.15,31/08/2011
3017.15,01/09/2011
3030.87,02/09/2011
3030.87,03/09/2011
3030.87,04/09/2011
3037.83,05/09/2011
3039.14,06/09/2011
3084.38,07/09/2011
3076.55,08/09/2011
3051.34,09/09/2011
3051.34,10/09/2011
3051.34,11/09/2011
2970.65,12/09/2011
2970.89,13/09/2011
2977.44,14/09/2011
2998.2,15/09/2011
3010.69,16/09/2011
3010.69,17/09/2011
3010.69,18/09/2011
3004.97,19/09/2011
3020.86,20/09/2011
3036.1,21/09/2011
2960.26,22/09/2011
2936.99,23/09/2011
2936.99,24/09/2011
2936.99,25/09/2011
2900.53,26/09/2011
2943.2,27/09/2011
2932.44,28/09/2011
2927.32,29/09/2011
2928.58,30/09/2011
2928.58,01/10/2011
2928.58,02/10/2011
2884.23,03/10/2011
2851.66,04/10/2011
2821.31,05/10/2011
2821.31,06/10/2011
2865.83,07/10/2011
2865.83,08/10/2011
2865.83,09/10/2011
2904.39,10/10/2011
2918.38,11/10/2011
2961.07,12/10/2011
2973.51,13/10/2011
2979.79,14/10/2011
2979.79,15/10/2011
2979.79,16/10/2011
2997.79,17/10/2011
2956.77,18/10/2011
3001.36,19/10/2011
2982.12,20/10/2011
2968.48,21/10/2011
2968.48,22/10/2011
2968.48,23/10/2011
2968.24,24/10/2011
2981.84,25/10/2011
3007.18,26/10/2011
3007.18,27/10/2011
3037.14,28/10/2011
3037.14,29/10/2011
3037.14,30/10/2011
3047.74,31/10/2011
3056.32,01/11/2011
3066.37,02/11/2011
3064.25,03/11/2011
3089.13,04/11/2011
3089.13,05/11/2011
3089.13,06/11/2011
3089.13,07/11/2011
3092.9,08/11/2011
3059.88,09/11/2011
3059.88,10/11/2011
3039.97,11/11/2011
3039.97,12/11/2011
3039.97,13/11/2011
3013.71,14/11/2011
2956.26,15/11/2011
2938.76,16/11/2011
2912.45,17/11/2011
2881.44,18/11/2011
2881.44,19/11/2011
2881.44,20/11/2011
2842.96,21/11/2011
2843.22,22/11/2011
2801.07,23/11/2011
2850.64,24/11/2011
2854.56,25/11/2011
2854.56,26/11/2011
2854.56,27/11/2011
2889.79,28/11/2011
2886.41,29/11/2011
2872.9,30/11/2011
2896.01,01/12/2011
2952.98,02/12/2011
2952.98,03/12/2011
2952.98,04/12/2011
2957.15,05/12/2011
2957.15,06/12/2011
2940.62,07/12/2011
2902.22,08/12/2011
2875.2,09/12/2011
2875.2,10/12/2011
2875.2,11/12/2011
2820.86,12/12/2011
2806.78,13/12/2011
2794.53,14/12/2011
2773.88,15/12/2011
2749.21,16/12/2011
2749.21,17/12/2011
2749.21,18/12/2011
2688.83,19/12/2011
2646.1,20/12/2011
2681.17,21/12/2011
2706.34,22/12/2011
2710.6,23/12/2011
2710.6,24/12/2011
2710.6,25/12/2011
2739.29,26/12/2011
2723.86,27/12/2011
2692.97,28/12/2011
2683.24,29/12/2011
2691.45,30/12/2011
2691.45,31/12/2011
2691.45,01/01/2012
2672.39,02/01/2012
2731.96,03/01/2012
2739.33,04/01/2012
2748.5,05/01/2012
2738.57,06/01/2012
2751.96,07/01/2012
2751.96,08/01/2012
2762.93,09/01/2012
2814.2,10/01/2012
2841.39,11/01/2012
2859.88,12/01/2012
2853.46,13/01/2012
2853.46,14/01/2012
2853.46,15/01/2012
2852.73,16/01/2012
2878.5,17/01/2012
2851.84,18/01/2012
2871.2,19/01/2012
2869.31,20/01/2012
2869.31,21/01/2012
2869.31,22/01/2012
2876.92,23/01/2012
2913.87,24/01/2012
2965.59,25/01/2012
2965.59,26/01/2012
2965.07,27/01/2012
2965.07,28/01/2012
2965.07,29/01/2012
2919.02,30/01/2012
2976.01,31/01/2012
3003.15,01/02/2012
3020.05,02/02/2012
3049.72,03/02/2012
3049.72,04/02/2012
3049.72,05/02/2012
3060.45,06/02/2012
3034.1,07/02/2012
3060.5,08/02/2012
3089.63,09/02/2012
3101.38,10/02/2012
3101.38,11/02/2012
3101.38,12/02/2012
3118.43,13/02/2012
3126.17,14/02/2012
3181.96,15/02/2012
3180.34,16/02/2012
3173.48,17/02/2012
3173.48,18/02/2012
3173.48,19/02/2012
3173.48,20/02/2012
3179.24,21/02/2012
3101.46,22/02/2012
3101.29,23/02/2012
3082.84,24/02/2012
3082.84,25/02/2012
3082.84,26/02/2012
3029.29,27/02/2012
3114.8,28/02/2012
3146.43,29/02/2012
3132.25,01/03/2012
3130.7,02/03/2012
3129.04,03/03/2012
3129.04,04/03/2012
3095.4,05/03/2012
3082.22,06/03/2012
3085.4,07/03/2012
3085.4,08/03/2012
3150.77,09/03/2012
3150.77,10/03/2012
3150.77,11/03/2012
3178.16,12/03/2012
3208.49,13/03/2012
3223.7,14/03/2012
3190.11,15/03/2012
3171.33,16/03/2012
3171.33,17/03/2012
3171.33,18/03/2012
3142.59,19/03/2012
3174.96,20/03/2012
3241,21/03/2012
3199.39,22/03/2012
3218.96,23/03/2012
3218.96,24/03/2012
3218.96,25/03/2012
3195.76,26/03/2012
3198.28,27/03/2012
3178.25,28/03/2012
3199.16,29/03/2012
3275.49,30/03/2012
3275.49,31/03/2012
3275.49,01/04/2012
3304.83,02/04/2012
3335.63,03/04/2012
3350.78,04/04/2012
3350.78,05/04/2012
3350.78,06/04/2012
3350.78,07/04/2012
3350.78,08/04/2012
3309.92,09/04/2012
3279.45,10/04/2012
3266.97,11/04/2012
3286.04,12/04/2012
3272.15,13/04/2012
3272.15,14/04/2012
3272.15,15/04/2012
3298.45,16/04/2012
3307.2,17/04/2012
3331.36,18/04/2012
3335.86,19/04/2012
3308.48,20/04/2012
3308.48,21/04/2012
3308.48,22/04/2012
3260.55,23/04/2012
3262.31,24/04/2012
3256.56,25/04/2012
3260.31,26/04/2012
3271.17,27/04/2012
3272.79,28/04/2012
3272.79,29/04/2012
3301.24,30/04/2012
3301.24,01/05/2012
3293.89,02/05/2012
3257.43,03/05/2012
3191.91,04/05/2012
3191.91,05/05/2012
3191.91,06/05/2012
3209.46,07/05/2012
3167.96,08/05/2012
3148.33,09/05/2012
3162.61,10/05/2012
3143.57,11/05/2012
3143.57,12/05/2012
3143.57,13/05/2012
3119.02,14/05/2012
3127.97,15/05/2012
3100.88,16/05/2012
3101.48,17/05/2012
3090.69,18/05/2012
3090.69,19/05/2012
3090.69,20/05/2012
3117.32,21/05/2012
3103.13,22/05/2012
3106.08,23/05/2012
3133.09,24/05/2012
3141.46,25/05/2012
3141.46,26/05/2012
3141.46,27/05/2012
3189.73,28/05/2012
3182.38,29/05/2012
3143.31,30/05/2012
3158.9,31/05/2012
3099.81,01/06/2012
3099.81,02/06/2012
3099.81,03/06/2012
3084.07,04/06/2012
3085.15,05/06/2012
3135.01,06/06/2012
3149.33,07/06/2012
3165.68,08/06/2012
3165.68,09/06/2012
3165.68,10/06/2012
3151.68,11/06/2012
3172.77,12/06/2012
3166.99,13/06/2012
3124.76,14/06/2012
3147.17,15/06/2012
3147.17,16/06/2012
3147.17,17/06/2012
3118.4,18/06/2012
3125.42,19/06/2012
3157.7,20/06/2012
3179.31,21/06/2012
3179.61,22/06/2012
3179.61,23/06/2012
3179.61,24/06/2012
3178.85,25/06/2012
3197.93,26/06/2012
3208.71,27/06/2012
3213.74,28/06/2012
3265.6,29/06/2012
3265.6,30/06/2012
3265.6,01/07/2012
3291.14,02/07/2012
3300.46,03/07/2012
3308.42,04/07/2012
3323.86,05/07/2012
3302.32,06/07/2012
3302.32,07/07/2012
3302.32,08/07/2012
3265.87,09/07/2012
3297.82,10/07/2012
3294.05,11/07/2012
3283.55,12/07/2012
3270.54,13/07/2012
3270.54,14/07/2012
3270.54,15/07/2012
3271.04,16/07/2012
3262.68,17/07/2012
3273,18/07/2012
3278.77,19/07/2012
3267.97,20/07/2012
3267.97,21/07/2012
3267.97,22/07/2012
3224.56,23/07/2012
3240.71,24/07/2012
3238.7,25/07/2012
3207.2,26/07/2012
3207.84,27/07/2012
3207.84,28/07/2012
3207.84,29/07/2012
3243.8,30/07/2012
3256.31,31/07/2012
3281.15,01/08/2012
3289.89,02/08/2012
3295.37,03/08/2012
3295.37,04/08/2012
3295.37,05/08/2012
3305.51,06/08/2012
3316.33,07/08/2012
3317.59,08/08/2012
3325.18,09/08/2012
3331.25,10/08/2012
3331.25,11/08/2012
3331.25,12/08/2012
3355.89,13/08/2012
3365.89,14/08/2012
3365.89,15/08/2012
3364.57,16/08/2012
3374.01,17/08/2012
3374.01,18/08/2012
3374.01,19/08/2012
3374.01,20/08/2012
3380.51,21/08/2012
3372.74,22/08/2012
3374.99,23/08/2012
3350.71,24/08/2012
3350.71,25/08/2012
3350.71,26/08/2012
3334.66,27/08/2012
3310.19,28/08/2012
3293.99,29/08/2012
3309.78,30/08/2012
3304.42,31/08/2012
3304.42,01/09/2012
3304.42,02/09/2012
3300.51,03/09/2012
3313.53,04/09/2012
3304.54,05/09/2012
3311.19,06/09/2012
3353.26,07/09/2012
3363.29,08/09/2012
3363.29,09/09/2012
3357.82,10/09/2012
3355.58,11/09/2012
3368.73,12/09/2012
3374.37,13/09/2012
3399.37,14/09/2012
3399.37,15/09/2012
3399.37,16/09/2012
3418.86,17/09/2012
3414.14,18/09/2012
3414.14,19/09/2012
3390.12,20/09/2012
3444.03,21/09/2012
3444.03,22/09/2012
3444.03,23/09/2012
3460.99,24/09/2012
3475.3,25/09/2012
3493.76,26/09/2012
3522.97,27/09/2012
3561.16,28/09/2012
3561.16,29/09/2012
3561.16,30/09/2012
3593.49,01/10/2012
3593.49,02/10/2012
3610.32,03/10/2012
3608.8,04/10/2012
3571.31,05/10/2012
3571.31,06/10/2012
3571.31,07/10/2012
3553.18,08/10/2012
3576.34,09/10/2012
3560.74,10/10/2012
3597.36,11/10/2012
3615.49,12/10/2012
3615.49,13/10/2012
3615.49,14/10/2012
3613.89,15/10/2012
3599.82,16/10/2012
3615.3,17/10/2012
3642.86,18/10/2012
3638.11,19/10/2012
3638.11,20/10/2012
3638.11,21/10/2012
3659.2,22/10/2012
3664.64,23/10/2012
3664.64,24/10/2012
3667.83,25/10/2012
3638.36,26/10/2012
3638.36,27/10/2012
3638.36,28/10/2012
3616.92,29/10/2012
3602.67,30/10/2012
3650.93,31/10/2012
3667.68,01/11/2012
3680.06,02/11/2012
3680.06,03/11/2012
3680.06,04/11/2012
3694.27,05/11/2012
3715.76,06/11/2012
3754.67,07/11/2012
3763.35,08/11/2012
3734.2,09/11/2012
3734.2,10/11/2012
3734.2,11/11/2012
3820.12,12/11/2012
3837.09,13/11/2012
3837.09,14/11/2012
3844,15/11/2012
3819.9,16/11/2012
3819.9,17/11/2012
3819.9,18/11/2012
3777.01,19/11/2012
3771.8,20/11/2012
3779.79,21/11/2012
3826.58,22/11/2012
3837.44,23/11/2012
3837.44,24/11/2012
3837.44,25/11/2012
3926.04,26/11/2012
3967.67,27/11/2012
3967.67,28/11/2012
3974.37,29/11/2012
3982.02,30/11/2012
3982.02,01/12/2012
3982.02,02/12/2012
4027.95,03/12/2012
4028.9,04/12/2012
4032.82,05/12/2012
4022.02,06/12/2012
4017.43,07/12/2012
4017.43,08/12/2012
4017.43,09/12/2012
4043.51,10/12/2012
4024.64,11/12/2012
4020.19,12/12/2012
3994.18,13/12/2012
4029.66,14/12/2012
4029.66,15/12/2012
4029.66,16/12/2012
4033.88,17/12/2012
4053.68,18/12/2012
4087.52,19/12/2012
4096.21,20/12/2012
4050.27,21/12/2012
4050.27,22/12/2012
4050.27,23/12/2012
4086.17,24/12/2012
4086.17,25/12/2012
4114.38,26/12/2012
4096.12,27/12/2012
4110.49,28/12/2012
4110.49,29/12/2012
4110.49,30/12/2012
4129.11,31/12/2012
4154.44,01/01/2013
4168.17,02/01/2013
4183.89,03/01/2013
4191.93,04/01/2013
4191.93,05/01/2013
4191.93,06/01/2013
4178.92,07/01/2013
4188.56,08/01/2013
4184.68,09/01/2013
4172.31,10/01/2013
4112.02,11/01/2013
4112.02,12/01/2013
4112.02,13/01/2013
4121.56,14/01/2013
4132.82,15/01/2013
4100.83,16/01/2013
4096.5,17/01/2013
4094.24,18/01/2013
4094.24,19/01/2013
4094.24,20/01/2013
4085.17,21/01/2013
4052.29,22/01/2013
4037.05,23/01/2013
3981.72,24/01/2013
4036.08,25/01/2013
4036.08,26/01/2013
4036.08,27/01/2013
4044.35,28/01/2013
4040.74,29/01/2013
4048.82,30/01/2013
4089.06,31/01/2013
4115.34,01/02/2013
4115.34,02/02/2013
4115.34,03/02/2013
4099.53,04/02/2013
4074.38,05/02/2013
4075.07,06/02/2013
4056.72,07/02/2013
4048.1,08/02/2013
4048.1,09/02/2013
4048.1,10/02/2013
4053.52,11/02/2013
4080.94,12/02/2013
4070.53,13/02/2013
4039.14,14/02/2013
4044.64,15/02/2013
4044.64,16/02/2013
4044.64,17/02/2013
4050.93,18/02/2013
4106.64,19/02/2013
4120.32,20/02/2013
4081.94,21/02/2013
4090.92,22/02/2013
4090.92,23/02/2013
4090.92,24/02/2013
4064.56,25/02/2013
4017.21,26/02/2013
4030.91,27/02/2013
3986.19,28/02/2013
4000.17,01/03/2013
4000.17,02/03/2013
4000.17,03/03/2013
3948.63,04/03/2013
4006.23,05/03/2013
4032.28,06/03/2013
4062.69,07/03/2013
4101.82,08/03/2013
4101.82,09/03/2013
4101.82,10/03/2013
4121.89,11/03/2013
4108.55,12/03/2013
4070.01,13/03/2013
4076.56,14/03/2013
4070.98,15/03/2013
4070.98,16/03/2013
4070.98,17/03/2013
4064.88,18/03/2013
4034.6,19/03/2013
3992.88,20/03/2013
3967.89,21/03/2013
3945.57,22/03/2013
3945.57,23/03/2013
3945.57,24/03/2013
3928.87,25/03/2013
3934.53,26/03/2013
3934.53,27/03/2013
3991.39,28/03/2013
3991.39,29/03/2013
3991.39,30/03/2013
3991.39,31/03/2013
4002.13,01/04/2013
4028.21,02/04/2013
4020.17,03/04/2013
3948.52,04/04/2013
3940.27,05/04/2013
3940.27,06/04/2013
3940.27,07/04/2013
3930.94,08/04/2013
3884.59,09/04/2013
3901.62,10/04/2013
3904.32,11/04/2013
3884.84,12/04/2013
3884.84,13/04/2013
3884.84,14/04/2013
3864.93,15/04/2013
3894.8,16/04/2013
3895.89,17/04/2013
3919.37,18/04/2013
3919.37,19/04/2013
3919.37,20/04/2013
3919.37,21/04/2013
3977.48,22/04/2013
3962.5,23/04/2013
3962.5,24/04/2013
3998,25/04/2013
4005.22,26/04/2013
4005.22,27/04/2013
4005.22,28/04/2013
4021.12,29/04/2013
4050.79,30/04/2013
4050.79,01/05/2013
4081.45,02/05/2013
4064.05,03/05/2013
4064.05,04/05/2013
4064.05,05/05/2013
4115.77,06/05/2013
4160.93,07/05/2013
4196.35,08/05/2013
4180.98,09/05/2013
4215.89,10/05/2013
4220.68,11/05/2013
4220.68,12/05/2013
4175.03,13/05/2013
4210.31,14/05/2013
4278.33,15/05/2013
4294.06,16/05/2013
4286.38,17/05/2013
4286.38,18/05/2013
4286.38,19/05/2013
4274.29,20/05/2013
4266.63,21/05/2013
4251.48,22/05/2013
4205.9,23/05/2013
4212.19,24/05/2013
4212.19,25/05/2013
4212.19,26/05/2013
4261.77,27/05/2013
4291.07,28/05/2013
4294.52,29/05/2013
4282.79,30/05/2013
4257.72,31/05/2013
4257.72,01/06/2013
4257.72,02/06/2013
4247.64,03/06/2013
4262.57,04/06/2013
4264.06,05/06/2013
4248.69,06/06/2013
4253.3,07/06/2013
4253.3,08/06/2013
4253.3,09/06/2013
4218.02,10/06/2013
4166.96,11/06/2013
4143.88,12/06/2013
4105.01,13/06/2013
4145.04,14/06/2013
4145.04,15/06/2013
4145.04,16/06/2013
4172.31,17/06/2013
4191.27,18/06/2013
4205.31,19/06/2013
4140.65,20/06/2013
4089.01,21/06/2013
4089.01,22/06/2013
4089.01,23/06/2013
3985.42,24/06/2013
3963.62,25/06/2013
3964.43,26/06/2013
3988.75,27/06/2013
4070.28,28/06/2013
4070.28,29/06/2013
4070.28,30/06/2013
4098.23,01/07/2013
4093.6,02/07/2013
4049.65,03/07/2013
4078.51,04/07/2013
4090.53,05/07/2013
4090.53,06/07/2013
4090.53,07/07/2013
4069.96,08/07/2013
4081.67,09/07/2013
4081.65,10/07/2013
4111.4,11/07/2013
4117.44,12/07/2013
4117.44,13/07/2013
4117.44,14/07/2013
4157.52,15/07/2013
4104.1,16/07/2013
4077.9,17/07/2013
4089.37,18/07/2013
4080.35,19/07/2013
4080.35,20/07/2013
4080.35,21/07/2013
4099.68,22/07/2013
4101.17,23/07/2013
4031.5,24/07/2013
3976.76,25/07/2013
3941.75,26/07/2013
3941.75,27/07/2013
3941.75,28/07/2013
3897.14,29/07/2013
3848.54,30/07/2013
3827.74,31/07/2013
3815.94,01/08/2013
3828.5,02/08/2013
3828.5,03/08/2013
3828.5,04/08/2013
3831.19,05/08/2013
3723.81,06/08/2013
3713.42,07/08/2013
3746.58,08/08/2013
3746.58,09/08/2013
3746.58,10/08/2013
3746.58,11/08/2013
3819.28,12/08/2013
3871.11,13/08/2013
3899.61,14/08/2013
3899.61,15/08/2013
3834.35,16/08/2013
3834.35,17/08/2013
3834.35,18/08/2013
3744.98,19/08/2013
3675.52,20/08/2013
3645.95,21/08/2013
3632.21,22/08/2013
3688.36,23/08/2013
3688.36,24/08/2013
3688.36,25/08/2013
3722.58,26/08/2013
3631.64,27/08/2013
3575.32,28/08/2013
3642.14,29/08/2013
3659,30/08/2013
3659,31/08/2013
3659,01/09/2013
3687.72,02/09/2013
3617.94,03/09/2013
3654.58,04/09/2013
3719.63,05/09/2013
3760.05,06/09/2013
3760.05,07/09/2013
3760.05,08/09/2013
3760.05,09/09/2013
3827.42,10/09/2013
3872.81,11/09/2013
3860.16,12/09/2013
3845.91,13/09/2013
3845.91,14/09/2013
3845.91,15/09/2013
3840.94,16/09/2013
3831.8,17/09/2013
3863.61,18/09/2013
3937.75,19/09/2013
3905.47,20/09/2013
3905.47,21/09/2013
3905.47,22/09/2013
3886.86,23/09/2013
3907.93,24/09/2013
3923.47,25/09/2013
3912.66,26/09/2013
3943.97,27/09/2013
3943.97,28/09/2013
3943.97,29/09/2013
3970.95,30/09/2013
3988.05,01/10/2013
3988.05,02/10/2013
4017.67,03/10/2013
4027.21,04/10/2013
4027.21,05/10/2013
4027.21,06/10/2013
4042.09,07/10/2013
4032.88,08/10/2013
4077.05,09/10/2013
4099.01,10/10/2013
4093.1,11/10/2013
4093.1,12/10/2013
4093.1,13/10/2013
4106.39,14/10/2013
4071.61,15/10/2013
4071.61,16/10/2013
4059.57,17/10/2013
4086.34,18/10/2013
4086.34,19/10/2013
4086.34,20/10/2013
4105.99,21/10/2013
4130.54,22/10/2013
4129.37,23/10/2013
4137.75,24/10/2013
4131.22,25/10/2013
4131.22,26/10/2013
4131.22,27/10/2013
4105.23,28/10/2013
4144.64,29/10/2013
4158.82,30/10/2013
4194.54,31/10/2013
4225.11,01/11/2013
4225.11,02/11/2013
4251.46,03/11/2013
4251.46,04/11/2013
4266.28,05/11/2013
4274.1,06/11/2013
4254.52,07/11/2013
4253.15,08/11/2013
4253.15,09/11/2013
4253.15,10/11/2013
4242.89,11/11/2013
4221.28,12/11/2013
4205.61,13/11/2013
4223.74,14/11/2013
4223.74,15/11/2013
4223.74,16/11/2013
4223.74,17/11/2013
4249.05,18/11/2013
4240.92,19/11/2013
4233.87,20/11/2013
4194.84,21/11/2013
4195.07,22/11/2013
4195.07,23/11/2013
4195.07,24/11/2013
4211.67,25/11/2013
4205.13,26/11/2013
4230.81,27/11/2013
4262.28,28/11/2013
4275.93,29/11/2013
4275.93,30/11/2013
4275.93,01/12/2013
4315.46,02/12/2013
4327.4,03/12/2013
4297.94,04/12/2013
4283.95,05/12/2013
4305.43,06/12/2013
4305.43,07/12/2013
4305.43,08/12/2013
4315.69,09/12/2013
4326.67,10/12/2013
4342,11/12/2013
4330.56,12/12/2013
4301.86,13/12/2013
4301.86,14/12/2013
4301.86,15/12/2013
4339.84,16/12/2013
4337.38,17/12/2013
4396.51,18/12/2013
4404.02,19/12/2013
4488.33,20/12/2013
4488.33,21/12/2013
4488.33,22/12/2013
4504.82,23/12/2013
4535.67,24/12/2013
4535.67,25/12/2013
4543.34,26/12/2013
4557.53,27/12/2013
4557.53,28/12/2013
4557.53,29/12/2013
4559.62,30/12/2013
4580.54,31/12/2013
4596.79,01/01/2014
4541.79,02/01/2014
4572.8,03/01/2014
4572.8,04/01/2014
4572.8,05/01/2014
4608.27,06/01/2014
4584.7,07/01/2014
4608.19,08/01/2014
4607.7,09/01/2014
4583.68,10/01/2014
4583.68,11/01/2014
4583.68,12/01/2014
4578,13/01/2014
4549.21,14/01/2014
4552.52,15/01/2014
4568.2,16/01/2014
4507.04,17/01/2014
4507.04,18/01/2014
4507.04,19/01/2014
4572.68,20/01/2014
4577.37,21/01/2014
4587.74,22/01/2014
4557.01,23/01/2014
4512.94,24/01/2014
4512.94,25/01/2014
4512.94,26/01/2014
4428.45,27/01/2014
4425.08,28/01/2014
4448.8,29/01/2014
4422.3,30/01/2014
4508.43,31/01/2014
4508.43,01/02/2014
4508.43,02/02/2014
4481.24,03/02/2014
4479.3,04/02/2014
4507.1,05/02/2014
4504.56,06/02/2014
4544.06,07/02/2014
4544.06,08/02/2014
4544.06,09/02/2014
4542.48,10/02/2014
4565.07,11/02/2014
4581.18,12/02/2014
4560.49,13/02/2014
4568.96,14/02/2014
4568.96,15/02/2014
4568.96,16/02/2014
4560.57,17/02/2014
4578.93,18/02/2014
4595.17,19/02/2014
4581.82,20/02/2014
4603.33,21/02/2014
4603.33,22/02/2014
4603.33,23/02/2014
4607.55,24/02/2014
4635.84,25/02/2014
4635.24,26/02/2014
4635.24,27/02/2014
4669.68,28/02/2014
4669.68,01/03/2014
4669.68,02/03/2014
4658.12,03/03/2014
4681.57,04/03/2014
4725.87,05/03/2014
4745.18,06/03/2014
4694.91,07/03/2014
4694.91,08/03/2014
4694.91,09/03/2014
4681.74,10/03/2014
4662.87,11/03/2014
4665.92,12/03/2014
4643.56,13/03/2014
4639.55,14/03/2014
4639.55,15/03/2014
4639.55,16/03/2014
4639.55,17/03/2014
4670.29,18/03/2014
4658.5,19/03/2014
4651.94,20/03/2014
4695.89,21/03/2014
4705.36,22/03/2014
4705.36,23/03/2014
4685.81,24/03/2014
4703.84,25/03/2014
4709.83,26/03/2014
4724.83,27/03/2014
4764.67,28/03/2014
4764.67,29/03/2014
4764.67,30/03/2014
4810.24,31/03/2014
4816.94,01/04/2014
4886.42,02/04/2014
4884.77,03/04/2014
4890.3,04/04/2014
4890.3,05/04/2014
4890.3,06/04/2014
4847.55,07/04/2014
4847.55,08/04/2014
4901.1,09/04/2014
4913.59,10/04/2014
4909.01,11/04/2014
4909.01,12/04/2014
4909.01,13/04/2014
4909.01,14/04/2014
4926.88,15/04/2014
4874.7,16/04/2014
4952.13,17/04/2014
4952.13,18/04/2014
4952.13,19/04/2014
4952.13,20/04/2014
4992.37,21/04/2014
4982.89,22/04/2014
4991.29,23/04/2014
4991.29,24/04/2014
4957.64,25/04/2014
4957.64,26/04/2014
4957.64,27/04/2014
4995.12,28/04/2014
4952.79,29/04/2014
4917.73,30/04/2014
4917.73,01/05/2014
4947.53,02/05/2014
4947.53,03/05/2014
4947.53,04/05/2014
4929.35,05/05/2014
4946.89,06/05/2014
4957.42,07/05/2014
4958.27,08/05/2014
4997.08,09/05/2014
4997.08,10/05/2014
4997.08,11/05/2014
5002.37,12/05/2014
5042.29,13/05/2014
5071.12,14/05/2014
5022.61,15/05/2014
5026.63,16/05/2014
5026.63,17/05/2014
5026.63,18/05/2014
5102.31,19/05/2014
5173.31,20/05/2014
5241.16,21/05/2014
5326.26,22/05/2014
5360.48,23/05/2014
5360.48,24/05/2014
5360.48,25/05/2014
5308.03,26/05/2014
5306.85,27/05/2014
5325.15,28/05/2014
5338.26,29/05/2014
5365.61,30/05/2014
5365.61,31/05/2014
5365.61,01/06/2014
5441.57,02/06/2014
5491.96,03/06/2014
5540.9,04/06/2014
5605.98,05/06/2014
5670.22,06/06/2014
5670.22,07/06/2014
5670.22,08/06/2014
5715.73,09/06/2014
5746.39,10/06/2014
5741.72,11/06/2014
5794.41,12/06/2014
5711.35,13/06/2014
5711.35,14/06/2014
5711.35,15/06/2014
5748.08,16/06/2014
5801.87,17/06/2014
5785.88,18/06/2014
5767.01,19/06/2014
5747.12,20/06/2014
5747.12,21/06/2014
5747.12,22/06/2014
5785.76,23/06/2014
5850.51,24/06/2014
5885.73,25/06/2014
5889.85,26/06/2014
5950.45,27/06/2014
5950.45,28/06/2014
5950.45,29/06/2014
6024.12,30/06/2014
6050.48,01/07/2014
6109.9,02/07/2014
6162.18,03/07/2014
6190.41,04/07/2014
6190.41,05/07/2014
6190.41,06/07/2014
6206.04,07/07/2014
6031.99,08/07/2014
5936.09,09/07/2014
5940.32,10/07/2014
5847.76,11/07/2014
5847.76,12/07/2014
5847.76,13/07/2014
5839.5,14/07/2014
5963.42,15/07/2014
6024.72,16/07/2014
6132.73,17/07/2014
6106.77,18/07/2014
6106.77,19/07/2014
6106.77,20/07/2014
6126.08,21/07/2014
6135.22,22/07/2014
6143.39,23/07/2014
6096.81,24/07/2014
6049.54,25/07/2014
6049.54,26/07/2014
6049.54,27/07/2014
6032.63,28/07/2014
6032.63,29/07/2014
6083.4,30/07/2014
6105.49,31/07/2014
6079.46,01/08/2014
6079.46,02/08/2014
6079.46,03/08/2014
6135.68,04/08/2014
6159.31,05/08/2014
6158.19,06/08/2014
6136.61,07/08/2014
6042.97,08/08/2014
6042.97,09/08/2014
6042.97,10/08/2014
6119.82,11/08/2014
6173.04,12/08/2014
6181.7,13/08/2014
6233.81,14/08/2014
6233.81,15/08/2014
6233.81,16/08/2014
6233.81,17/08/2014
6347.64,18/08/2014
6387.66,19/08/2014
6422.16,20/08/2014
6453.3,21/08/2014
6463.78,22/08/2014
6463.78,23/08/2014
6463.78,24/08/2014
6454.2,25/08/2014
6489.4,26/08/2014
6534.64,27/08/2014
6515.61,28/08/2014
6515.61,29/08/2014
6515.61,30/08/2014
6515.61,31/08/2014
6617.24,01/09/2014
6658.6,02/09/2014
6792.9,03/09/2014
6857.18,04/09/2014
6915.27,05/09/2014
6915.27,06/09/2014
6915.27,07/09/2014
7017.8,08/09/2014
7062.87,09/09/2014
7065.52,10/09/2014
7157.11,11/09/2014
7183.1,12/09/2014
7183.1,13/09/2014
7183.1,14/09/2014
7205.87,15/09/2014
6954.93,16/09/2014
7003.29,17/09/2014
7117.3,18/09/2014
7124.84,19/09/2014
7124.84,20/09/2014
7124.84,21/09/2014
7122.39,22/09/2014
7028.19,23/09/2014
6939.34,24/09/2014
6877.82,25/09/2014
6940.93,26/09/2014
6940.93,27/09/2014
6940.93,28/09/2014
7030.33,29/09/2014
7060.89,30/09/2014
7043.9,01/10/2014
7043.9,02/10/2014
7043.9,03/10/2014
7043.9,04/10/2014
7043.9,05/10/2014
7043.9,06/10/2014
6992.37,07/10/2014
6992.1,08/10/2014
7094.92,09/10/2014
6964.44,10/10/2014
6964.44,11/10/2014
6964.44,12/10/2014
6984.41,13/10/2014
6974.28,14/10/2014
6974.28,15/10/2014
6797.09,16/10/2014
6814.33,17/10/2014
6814.33,18/10/2014
6814.33,19/10/2014
6908.03,20/10/2014
6985.69,21/10/2014
7059.29,22/10/2014
7130.61,23/10/2014
7130.61,24/10/2014
7130.61,25/10/2014
7130.61,26/10/2014
7090.12,27/10/2014
7114.87,28/10/2014
7169.46,29/10/2014
7220.82,30/10/2014
7300.88,31/10/2014
7300.88,01/11/2014
7300.88,02/11/2014
