NSE,date
2365.84,11/06/2008
2372.76,12/06/2008
2388.98,13/06/2008
2388.98,14/06/2008
2388.98,15/06/2008
2415.51,16/06/2008
2466.45,17/06/2008
2453.03,18/06/2008
2380.16,19/06/2008
2289.46,20/06/2008
2289.46,21/06/2008
2289.46,22/06/2008
2179.82,23/06/2008
2128.29,24/06/2008
2136.21,25/06/2008
2141.35,26/06/2008
2067.65,27/06/2008
2067.65,28/06/2008
2067.65,29/06/2008
1994.08,30/06/2008
1890.32,01/07/2008
1998.33,02/07/2008
1925.94,03/07/2008
1968.72,04/07/2008
1968.72,05/07/2008
1968.72,06/07/2008
1997.5,07/07/2008
1998.42,08/07/2008
2076.74,09/07/2008
2089.73,10/07/2008
2038.11,11/07/2008
2038.11,12/07/2008
2038.11,13/07/2008
2041.86,14/07/2008
1957.68,15/07/2008
1908.56,16/07/2008
1938.68,17/07/2008
1967.87,18/07/2008
1967.87,19/07/2008
1967.87,20/07/2008
1978.82,21/07/2008
2033.29,22/07/2008
2181.16,23/07/2008
2182.06,24/07/2008
2171.36,25/07/2008
2171.36,26/07/2008
2171.36,27/07/2008
2189.79,28/07/2008
2122.68,29/07/2008
2167.71,30/07/2008
2170.14,31/07/2008
2226.64,01/08/2008
2226.64,02/08/2008
2226.64,03/08/2008
2269.24,04/08/2008
2287.16,05/08/2008
2270.67,06/08/2008
2270.08,07/08/2008
2302.29,08/08/2008
2302.29,09/08/2008
2302.29,10/08/2008
2356.09,11/08/2008
2326.33,12/08/2008
2320.02,13/08/2008
2268.67,14/08/2008
2268.67,15/08/2008
2268.67,16/08/2008
2268.67,17/08/2008
2241.99,18/08/2008
2216.63,19/08/2008
2250.54,20/08/2008
2199.8,21/08/2008
2207.33,22/08/2008
2207.33,23/08/2008
2207.33,24/08/2008
2217.42,25/08/2008
2214.54,26/08/2008
2187.59,27/08/2008
2164.5,28/08/2008
2219.76,29/08/2008
2219.76,30/08/2008
2219.76,31/08/2008
2231.24,01/09/2008
2263.55,02/09/2008
2263.55,03/09/2008
2250.03,04/09/2008
2205.11,05/09/2008
2205.11,06/09/2008
2205.11,07/09/2008
2236.26,08/09/2008
2220.42,09/09/2008
2192.26,10/09/2008
2170.24,11/09/2008
2134.42,12/09/2008
2134.42,13/09/2008
2134.42,14/09/2008
2044.99,15/09/2008
2010.84,16/09/2008
1976.74,17/09/2008
1969.56,18/09/2008
2040.78,19/09/2008
2040.78,20/09/2008
2040.78,21/09/2008
2040.41,22/09/2008
1992.24,23/09/2008
1996.36,24/09/2008
1984.73,25/09/2008
1920.22,26/09/2008
1920.22,27/09/2008
1920.22,28/09/2008
1842.8,29/09/2008
1868.98,30/09/2008
1875.51,01/10/2008
1875.51,02/10/2008
1826.45,03/10/2008
1826.45,04/10/2008
1826.45,05/10/2008
1701.52,06/10/2008
1677.63,07/10/2008
1589.26,08/10/2008
1589.26,09/10/2008
1466.87,10/10/2008
1466.87,11/10/2008
1466.87,12/10/2008
1526.58,13/10/2008
1559.41,14/10/2008
1493.02,15/10/2008
1466.36,16/10/2008
1419.34,17/10/2008
1419.34,18/10/2008
1419.34,19/10/2008
1405.05,20/10/2008
1455.41,21/10/2008
1403.69,22/10/2008
1364.48,23/10/2008
1285.25,24/10/2008
1285.25,25/10/2008
1285.25,26/10/2008
1250.78,27/10/2008
1317.33,28/10/2008
1298.99,29/10/2008
1298.99,30/10/2008
1366.03,31/10/2008
1366.03,01/11/2008
1366.03,02/11/2008
1433.74,03/11/2008
1461.01,04/11/2008
1446.74,05/11/2008
1410.87,06/11/2008
1426.38,07/11/2008
1426.38,08/11/2008
1426.38,09/11/2008
1477.48,10/11/2008
1427.24,11/11/2008
1400.51,12/11/2008
1400.51,13/11/2008
1371.7,14/11/2008
1371.7,15/11/2008
1371.7,16/11/2008
1343.14,17/11/2008
1321.03,18/11/2008
1297.67,19/11/2008
1250.42,20/11/2008
1255.84,21/11/2008
1255.84,22/11/2008
1255.84,23/11/2008
1257.34,24/11/2008
1255.58,25/11/2008
1266.46,26/11/2008
1266.46,27/11/2008
1278.8,28/11/2008
1278.8,29/11/2008
1278.8,30/11/2008
1251.21,01/12/2008
1232.42,02/12/2008
1243.9,03/12/2008
1284.15,04/12/2008
1273.73,05/12/2008
1273.73,06/12/2008
1273.73,07/12/2008
1264.22,08/12/2008
1264.22,09/12/2008
1287.08,10/12/2008
1298.5,11/12/2008
1304.18,12/12/2008
1304.18,13/12/2008
1304.18,14/12/2008
1355.43,15/12/2008
1386.85,16/12/2008
1350.71,17/12/2008
1373.46,18/12/2008
1406.08,19/12/2008
1406.08,20/12/2008
1406.08,21/12/2008
1400.87,22/12/2008
1366.61,23/12/2008
1351.32,24/12/2008
1351.32,25/12/2008
1333.53,26/12/2008
1333.53,27/12/2008
1333.53,28/12/2008
1351.71,29/12/2008
1379.12,30/12/2008
1383.46,31/12/2008
1412.71,01/01/2009
1439.14,02/01/2009
1439.14,03/01/2009
1439.14,04/01/2009
1456.18,05/01/2009
1441.81,06/01/2009
1363.36,07/01/2009
1363.36,08/01/2009
1327.38,09/01/2009
1327.38,10/01/2009
1327.38,11/01/2009
1304.42,12/01/2009
1286.79,13/01/2009
1319.83,14/01/2009
1302.29,15/01/2009
1320.17,16/01/2009
1320.17,17/01/2009
1320.17,18/01/2009
1329.64,19/01/2009
1318.54,20/01/2009
1286.37,21/01/2009
1270.52,22/01/2009
1256.83,23/01/2009
1256.83,24/01/2009
1256.83,25/01/2009
1256.83,26/01/2009
1262.56,27/01/2009
1278.67,28/01/2009
1271.74,29/01/2009
1277.12,30/01/2009
1277.12,31/01/2009
1277.12,01/02/2009
1260.37,02/02/2009
1249.53,03/02/2009
1246.39,04/02/2009
1246.37,05/02/2009
1262.85,06/02/2009
1262.85,07/02/2009
1262.85,08/02/2009
1279.24,09/02/2009
1299.69,10/02/2009
1300.17,11/02/2009
1320.03,12/02/2009
1342.98,13/02/2009
1342.98,14/02/2009
1342.98,15/02/2009
1304.55,16/02/2009
1277.78,17/02/2009
1267.43,18/02/2009
1265.85,19/02/2009
1248.83,20/02/2009
1248.83,21/02/2009
1248.83,22/02/2009
1248.83,23/02/2009
1229.27,24/02/2009
1239.58,25/02/2009
1233.47,26/02/2009
1239.02,27/02/2009
1239.02,28/02/2009
1239.02,01/03/2009
1217.94,02/03/2009
1191.78,03/03/2009
1187.02,04/03/2009
1167.56,05/03/2009
1157.36,06/03/2009
1157.36,07/03/2009
1157.36,08/03/2009
1151.59,09/03/2009
1151.59,10/03/2009
1151.59,11/03/2009
1157.34,12/03/2009
1189.52,13/03/2009
1189.52,14/03/2009
1189.52,15/03/2009
1234.29,16/03/2009
1243.22,17/03/2009
1295.47,18/03/2009
1314.45,19/03/2009
1263.14,20/03/2009
1263.14,21/03/2009
1263.14,22/03/2009
1298.62,23/03/2009
1290.36,24/03/2009
1294.02,25/03/2009
1251.6,26/03/2009
1259.56,27/03/2009
1259.56,28/03/2009
1259.56,29/03/2009
1257.47,30/03/2009
1286.13,31/03/2009
1290.21,01/04/2009
1333.5,02/04/2009
1333.5,03/04/2009
1333.5,04/04/2009
1333.5,05/04/2009
1350.36,06/04/2009
1350.36,07/04/2009
1379.32,08/04/2009
1389.11,09/04/2009
1389.11,10/04/2009
1389.11,11/04/2009
1389.11,12/04/2009
1419.93,13/04/2009
1419.93,14/04/2009
1457.44,15/04/2009
1402.47,16/04/2009
1409.32,17/04/2009
1409.32,18/04/2009
1409.32,19/04/2009
1429.15,20/04/2009
1421.03,21/04/2009
1404.9,22/04/2009
1423.34,23/04/2009
1444.1,24/04/2009
1444.1,25/04/2009
1444.1,26/04/2009
1442.49,27/04/2009
1402.94,28/04/2009
1434.62,29/04/2009
1434.62,30/04/2009
1434.62,01/05/2009
1434.62,02/05/2009
1434.62,03/05/2009
1472.02,04/05/2009
1478.63,05/05/2009
1460.96,06/05/2009
1489.86,07/05/2009
1489.79,08/05/2009
1489.79,09/05/2009
1489.79,10/05/2009
1474.4,11/05/2009
1484.29,12/05/2009
1474.38,13/05/2009
1485.73,14/05/2009
1506.6,15/05/2009
1506.6,16/05/2009
1506.6,17/05/2009
1662.63,18/05/2009
1668.73,19/05/2009
1755.02,20/05/2009
1752.46,21/05/2009
1765.07,22/05/2009
1765.07,23/05/2009
1765.07,24/05/2009
1820.63,25/05/2009
1753.82,26/05/2009
1802.24,27/05/2009
1815.02,28/05/2009
1856.11,29/05/2009
1856.11,30/05/2009
1856.11,31/05/2009
1894.04,01/06/2009
1906.58,02/06/2009
1930.18,03/06/2009
1999.42,04/06/2009
1981.31,05/06/2009
1981.31,06/06/2009
1981.31,07/06/2009
1887.92,08/06/2009
1941.52,09/06/2009
1978.6,10/06/2009
1975.76,11/06/2009
1929.93,12/06/2009
1929.93,13/06/2009
1929.93,14/06/2009
1893.19,15/06/2009
1926.71,16/06/2009
1870.91,17/06/2009
1835.71,18/06/2009
1861.87,19/06/2009
1861.87,20/06/2009
1861.87,21/06/2009
1851.13,22/06/2009
1863.65,23/06/2009
1912.38,24/06/2009
1901.99,25/06/2009
1935.34,26/06/2009
1935.34,27/06/2009
1935.34,28/06/2009
1954.38,29/06/2009
1915.44,30/06/2009
1940.24,01/07/2009
1943.67,02/07/2009
1958.75,03/07/2009
1958.75,04/07/2009
1958.75,05/07/2009
1855.39,06/07/2009
1888.74,07/07/2009
1840.53,08/07/2009
1870.84,09/07/2009
1834.32,10/07/2009
1834.32,11/07/2009
1834.32,12/07/2009
1780.54,13/07/2009
1850.03,14/07/2009
1912.97,15/07/2009
1910.35,16/07/2009
1948.56,17/07/2009
1948.56,18/07/2009
1948.56,19/07/2009
1998.34,20/07/2009
1986.26,21/07/2009
1979.54,22/07/2009
2004.73,23/07/2009
2032.89,24/07/2009
2032.89,25/07/2009
2032.89,26/07/2009
2076.13,27/07/2009
2089.26,28/07/2009
2076.18,29/07/2009
2071.72,30/07/2009
2096.51,31/07/2009
2096.51,01/08/2009
2096.51,02/08/2009
2124.71,03/08/2009
2135.47,04/08/2009
2135.81,05/08/2009
2088.87,06/08/2009
2052.39,07/08/2009
2052.39,08/08/2009
2052.39,09/08/2009
2029.87,10/08/2009
2041.2,11/08/2009
2042.84,12/08/2009
2100.47,13/08/2009
2100.39,14/08/2009
2100.39,15/08/2009
2100.39,16/08/2009
2034.5,17/08/2009
2068.81,18/08/2009
2052.87,19/08/2009
2059.34,20/08/2009
2079.21,21/08/2009
2079.21,22/08/2009
2079.21,23/08/2009
2116.58,24/08/2009
2128.12,25/08/2009
2139.42,26/08/2009
2144.9,27/08/2009
2152.2,28/08/2009
2152.2,29/08/2009
2152.2,30/08/2009
2150.72,31/08/2009
2138.31,01/09/2009
2134.73,02/09/2009
2145.5,03/09/2009
2158.62,04/09/2009
2158.62,05/09/2009
2158.62,06/09/2009
2190.56,07/09/2009
2181.96,08/09/2009
2176.5,09/09/2009
2176.32,10/09/2009
2175.14,11/09/2009
2175.14,12/09/2009
2175.14,13/09/2009
2171.94,14/09/2009
2210.15,15/09/2009
2235.42,16/09/2009
2249.65,17/09/2009
2270.67,18/09/2009
2270.67,19/09/2009
2270.67,20/09/2009
2270.67,21/09/2009
2305.44,22/09/2009
2277.09,23/09/2009
2302.24,24/09/2009
2318.91,25/09/2009
2318.91,26/09/2009
2318.91,27/09/2009
2318.91,28/09/2009
2336.66,29/09/2009
2340.95,30/09/2009
2334.12,01/10/2009
2334.12,02/10/2009
2334.12,03/10/2009
2334.12,04/10/2009
2304.4,05/10/2009
2300.61,06/10/2009
2333.02,07/10/2009
2341.26,08/10/2009
2331.12,09/10/2009
2331.12,10/10/2009
2331.12,11/10/2009
2358.85,12/10/2009
2358.85,13/10/2009
2382.94,14/10/2009
2393.26,15/10/2009
2424.2,16/10/2009
2440.13,17/10/2009
2440.13,18/10/2009
2440.13,19/10/2009
2445.07,20/10/2009
2424.55,21/10/2009
2384.59,22/10/2009
2424.17,23/10/2009
2424.17,24/10/2009
2424.17,25/10/2009
2388.98,26/10/2009
2303.66,27/10/2009
2313.89,28/10/2009
2277.88,29/10/2009
2268.37,30/10/2009
2268.37,31/10/2009
2268.37,01/11/2009
2268.37,02/11/2009
2208.4,03/11/2009
2274.08,04/11/2009
2335.41,05/11/2009
2396.83,06/11/2009
2396.83,07/11/2009
2396.83,08/11/2009
2457.16,09/11/2009
2462.62,10/11/2009
2506.95,11/11/2009
2472.94,12/11/2009
2481.9,13/11/2009
2481.9,14/11/2009
2481.9,15/11/2009
2496.86,16/11/2009
2492.72,17/11/2009
2496.96,18/11/2009
2457.24,19/11/2009
2488.13,20/11/2009
2488.13,21/11/2009
2488.13,22/11/2009
2500.17,23/11/2009
2497.54,24/11/2009
2507.8,25/11/2009
2468.26,26/11/2009
2446.07,27/11/2009
2446.07,28/11/2009
2446.07,29/11/2009
2485.72,30/11/2009
2518.11,01/12/2009
2529.85,02/12/2009
2550.35,03/12/2009
2533.21,04/12/2009
2533.21,05/12/2009
2533.21,06/12/2009
2509.62,07/12/2009
2533.35,08/12/2009
2509.49,09/12/2009
2512.75,10/12/2009
2498.42,11/12/2009
2498.42,12/12/2009
2498.42,13/12/2009
2484.18,14/12/2009
2454.18,15/12/2009
2459.48,16/12/2009
2478.76,17/12/2009
2454.82,18/12/2009
2454.82,19/12/2009
2454.82,20/12/2009
2447.93,21/12/2009
2463.98,22/12/2009
2506.03,23/12/2009
2515.49,24/12/2009
2515.49,25/12/2009
2515.49,26/12/2009
2515.49,27/12/2009
2515.49,28/12/2009
2539.42,29/12/2009
2550.51,30/12/2009
2560.3,31/12/2009
2560.3,01/01/2010
2560.3,02/01/2010
2560.3,03/01/2010
2591.37,04/01/2010
2622.65,05/01/2010
2638.39,06/01/2010
2654.89,07/01/2010
2644.51,08/01/2010
2644.51,09/01/2010
2644.51,10/01/2010
2673.42,11/01/2010
2650.11,12/01/2010
2665.62,13/01/2010
2691.37,14/01/2010
2714.64,15/01/2010
2714.64,16/01/2010
2714.64,17/01/2010
2725.27,18/01/2010
2710.42,19/01/2010
2702.21,20/01/2010
2651.89,21/01/2010
2630.61,22/01/2010
2630.61,23/01/2010
2630.61,24/01/2010
2585.1,25/01/2010
2585.1,26/01/2010
2486.56,27/01/2010
2487.18,28/01/2010
2505,29/01/2010
2505,30/01/2010
2505,31/01/2010
2554.98,01/02/2010
2536.3,02/02/2010
2572.83,03/02/2010
2528.91,04/02/2010
2470.8,05/02/2010
2505.99,06/02/2010
2505.99,07/02/2010
2511.18,08/02/2010
2532.22,09/02/2010
2531.99,10/02/2010
2554.17,11/02/2010
2554.17,12/02/2010
2554.17,13/02/2010
2554.17,14/02/2010
2548.66,15/02/2010
2565.54,16/02/2010
2592.87,17/02/2010
2568.73,18/02/2010
2541.44,19/02/2010
2541.44,20/02/2010
2541.44,21/02/2010
2541.09,22/02/2010
2524.26,23/02/2010
2509.29,24/02/2010
2477.7,25/02/2010
2512.85,26/02/2010
2512.85,27/02/2010
2512.85,28/02/2010
2512.85,01/03/2010
2570.81,02/03/2010
2620.15,03/03/2010
2647.22,04/03/2010
2656.74,05/03/2010
2656.74,06/03/2010
2656.74,07/03/2010
2680.85,08/03/2010
2675.12,09/03/2010
2667.4,10/03/2010
2666.49,11/03/2010
2665.33,12/03/2010
2665.33,13/03/2010
2665.33,14/03/2010
2651.68,15/03/2010
2668.88,16/03/2010
2674.36,17/03/2010
2689.39,18/03/2010
2692.17,19/03/2010
2692.17,20/03/2010
2692.17,21/03/2010
2669.66,22/03/2010
2672.04,23/03/2010
2672.04,24/03/2010
2691.5,25/03/2010
2698.15,26/03/2010
2698.15,27/03/2010
2698.15,28/03/2010
2697.01,29/03/2010
2686.23,30/03/2010
2698.41,31/03/2010
2731.21,01/04/2010
2731.21,02/04/2010
2731.21,03/04/2010
2731.21,04/04/2010
2777.47,05/04/2010
2788.89,06/04/2010
2802.25,07/04/2010
2788.78,08/04/2010
2793.68,09/04/2010
2793.68,10/04/2010
2793.68,11/04/2010
2783.94,12/04/2010
2773.73,13/04/2010
2773.73,14/04/2010
2779.02,15/04/2010
2764.88,16/04/2010
2764.88,17/04/2010
2764.88,18/04/2010
2754.31,19/04/2010
2777.53,20/04/2010
2796.51,21/04/2010
2795.84,22/04/2010
2810.58,23/04/2010
2810.58,24/04/2010
2810.58,25/04/2010
2833.24,26/04/2010
2829.63,27/04/2010
2800.01,28/04/2010
2846.15,29/04/2010
2852.49,30/04/2010
2852.49,01/05/2010
2852.49,02/05/2010
2825.53,03/05/2010
2792.6,04/05/2010
2785.16,05/05/2010
2776.65,06/05/2010
2724.19,07/05/2010
2724.19,08/05/2010
2724.19,09/05/2010
2778.33,10/05/2010
2765.27,11/05/2010
2777.24,12/05/2010
2806.77,13/05/2010
2798.97,14/05/2010
2798.97,15/05/2010
2798.97,16/05/2010
2788.17,17/05/2010
2806.45,18/05/2010
2737.18,19/05/2010
2744.16,20/05/2010
2708.58,21/05/2010
2708.58,22/05/2010
2708.58,23/05/2010
2722.73,24/05/2010
2647.78,25/05/2010
2665.72,26/05/2010
2688.42,27/05/2010
2734.16,28/05/2010
2734.16,29/05/2010
2734.16,30/05/2010
2767.87,31/05/2010
2737.16,01/06/2010
2746.42,02/06/2010
2776.69,03/06/2010
2787,04/06/2010
2787,05/06/2010
2787,06/06/2010
2758.63,07/06/2010
2762.47,08/06/2010
2775.78,09/06/2010
2803.87,10/06/2010
2816.17,11/06/2010
2816.17,12/06/2010
2816.17,13/06/2010
2827.73,14/06/2010
2837.88,15/06/2010
2844.15,16/06/2010
2855.2,17/06/2010
2844.11,18/06/2010
2844.11,19/06/2010
2844.11,20/06/2010
2868.22,21/06/2010
2866.67,22/06/2010
2886.62,23/06/2010
2878.01,24/06/2010
2854.03,25/06/2010
2854.03,26/06/2010
2854.03,27/06/2010
2889.2,28/06/2010
2877.26,29/06/2010
2898.73,30/06/2010
2890.82,01/07/2010
2883.59,02/07/2010
2883.59,03/07/2010
2883.59,04/07/2010
2898.49,05/07/2010
2912.38,06/07/2010
2913.84,07/07/2010
2950.51,08/07/2010
2966.65,09/07/2010
2966.65,10/07/2010
2966.65,11/07/2010
2961.23,12/07/2010
2976.36,13/07/2010
2979.43,14/07/2010
2977.75,15/07/2010
2996.15,16/07/2010
2996.15,17/07/2010
2996.15,18/07/2010
2996.59,19/07/2010
2991.07,20/07/2010
3005.94,21/07/2010
3025.6,22/07/2010
3018.13,23/07/2010
3018.13,24/07/2010
3018.13,25/07/2010
3002.13,26/07/2010
3007.89,27/07/2010
3009.25,28/07/2010
3012.56,29/07/2010
3036.63,30/07/2010
3036.63,31/07/2010
3036.63,01/08/2010
3055.49,02/08/2010
3062.7,03/08/2010
3074.01,04/08/2010
3071.45,05/08/2010
3076,06/08/2010
3076,07/08/2010
3076,08/08/2010
3100.22,09/08/2010
3097.16,10/08/2010
3081.87,11/08/2010
3100.49,12/08/2010
3129.09,13/08/2010
3129.09,14/08/2010
3129.09,15/08/2010
3142.79,16/08/2010
3163.87,17/08/2010
3185.47,18/08/2010
3210.3,19/08/2010
3203.49,20/08/2010
3203.49,21/08/2010
3203.49,22/08/2010
3221.46,23/08/2010
3198.61,24/08/2010
3167.76,25/08/2010
3173.98,26/08/2010
3152.57,27/08/2010
3152.57,28/08/2010
3152.57,29/08/2010
3150.54,30/08/2010
3139.49,31/08/2010
3177.3,01/09/2010
3202.94,02/09/2010
3235.97,03/09/2010
3235.97,04/09/2010
3235.97,05/09/2010
3273.85,06/09/2010
3263.18,07/09/2010
3265.83,08/09/2010
3281.59,09/09/2010
3281.59,10/09/2010
3281.59,11/09/2010
3281.59,12/09/2010
3323.22,13/09/2010
3318.73,14/09/2010
3330.69,15/09/2010
3306.68,16/09/2010
3372.75,17/09/2010
3372.75,18/09/2010
3372.75,19/09/2010
3391.17,20/09/2010
3351.78,21/09/2010
3337.83,22/09/2010
3327.98,23/09/2010
3364.27,24/09/2010
3364.27,25/09/2010
3364.27,26/09/2010
3370.84,27/09/2010
3389.03,28/09/2010
3376.21,29/09/2010
3371.16,30/09/2010
3411.34,01/10/2010
3411.34,02/10/2010
3411.34,03/10/2010
3444.57,04/10/2010
3466.16,05/10/2010
3494.76,06/10/2010
3482.14,07/10/2010
3446.46,08/10/2010
3446.46,09/10/2010
3446.46,10/10/2010
3477.24,11/10/2010
3455.07,12/10/2010
3482.19,13/10/2010
3473.62,14/10/2010
3417,15/10/2010
3417,16/10/2010
3417,17/10/2010
3389.42,18/10/2010
3398.43,19/10/2010
3407.63,20/10/2010
3452.09,21/10/2010
3465.85,22/10/2010
3465.85,23/10/2010
3465.85,24/10/2010
3505.69,25/10/2010
3517.44,26/10/2010
3525,27/10/2010
3494.92,28/10/2010
3496.32,29/10/2010
3496.32,30/10/2010
3496.32,31/10/2010
3560.7,01/11/2010
3569.15,02/11/2010
3578.37,03/11/2010
3615.14,04/11/2010
3630.19,05/11/2010
3630.19,06/11/2010
3630.19,07/11/2010
3633.64,08/11/2010
3651.38,09/11/2010
3660.36,10/11/2010
3641.51,11/11/2010
3564.65,12/11/2010
3564.65,13/11/2010
3564.65,14/11/2010
3593.24,15/11/2010
3529.44,16/11/2010
3529.44,17/11/2010
3514.88,18/11/2010
3459.68,19/11/2010
3459.68,20/11/2010
3459.68,21/11/2010
3507.79,22/11/2010
3487.29,23/11/2010
3422.2,24/11/2010
3359,25/11/2010
3306.45,26/11/2010
3306.45,27/11/2010
3306.45,28/11/2010
3328.34,29/11/2010
3359.19,30/11/2010
3451.68,01/12/2010
3478.68,02/12/2010
3412.78,03/12/2010
3412.78,04/12/2010
3412.78,05/12/2010
3391.17,06/12/2010
3343.71,07/12/2010
3275.51,08/12/2010
3148,09/12/2010
3213.06,10/12/2010
3213.06,11/12/2010
3213.06,12/12/2010
3263.95,13/12/2010
3296.71,14/12/2010
3231.45,15/12/2010
3229.39,16/12/2010
3229.39,17/12/2010
3229.39,18/12/2010
3229.39,19/12/2010
3223.54,20/12/2010
3237.42,21/12/2010
3238.39,22/12/2010
3225.48,23/12/2010
3233.15,24/12/2010
3233.15,25/12/2010
3233.15,26/12/2010
3227.65,27/12/2010
3226.92,28/12/2010
3247.21,29/12/2010
3272.48,30/12/2010
3315.75,31/12/2010
3315.75,01/01/2011
3315.75,02/01/2011
3337.84,03/01/2011
3310.47,04/01/2011
3259.17,05/01/2011
3233.75,06/01/2011
3151.08,07/01/2011
3151.08,08/01/2011
3151.08,09/01/2011
3077.72,10/01/2011
3077.16,11/01/2011
3128.89,12/01/2011
3093.53,13/01/2011
3053.64,14/01/2011
3053.64,15/01/2011
3053.64,16/01/2011
3028.37,17/01/2011
3034.92,18/01/2011
3059.6,19/01/2011
3081.46,20/01/2011
3078.75,21/01/2011
3078.75,22/01/2011
3078.75,23/01/2011
3107.61,24/01/2011
3093.37,25/01/2011
3093.37,26/01/2011
3032.48,27/01/2011
2950.59,28/01/2011
2950.59,29/01/2011
2950.59,30/01/2011
2967.28,31/01/2011
2897.15,01/02/2011
2904.8,02/02/2011
2926.88,03/02/2011
2886.06,04/02/2011
2886.06,05/02/2011
2886.06,06/02/2011
2861.06,07/02/2011
2801.88,08/02/2011
2720.75,09/02/2011
2734.31,10/02/2011
2816.1,11/02/2011
2816.1,12/02/2011
2816.1,13/02/2011
2910.37,14/02/2011
2939.7,15/02/2011
2957.89,16/02/2011
2996.29,17/02/2011
2953.93,18/02/2011
2953.93,19/02/2011
2953.93,20/02/2011
2961.47,21/02/2011
2930.31,22/02/2011
2902.92,23/02/2011
2820.38,24/02/2011
2820.43,25/02/2011
2820.43,26/02/2011
2820.43,27/02/2011
2818.99,28/02/2011
2926.69,01/03/2011
2926.69,02/03/2011
2946.86,03/03/2011
2948.3,04/03/2011
2948.3,05/03/2011
2948.3,06/03/2011
2925.73,07/03/2011
2958.36,08/03/2011
2975.99,09/03/2011
2971.26,10/03/2011
2944.17,11/03/2011
2944.17,12/03/2011
2944.17,13/03/2011
2964.05,14/03/2011
2937.04,15/03/2011
2971.59,16/03/2011
2969.49,17/03/2011
2947.25,18/03/2011
2947.25,19/03/2011
2947.25,20/03/2011
2939.48,21/03/2011
2968.2,22/03/2011
2989.06,23/03/2011
3015.6,24/03/2011
3036.95,25/03/2011
3036.95,26/03/2011
3036.95,27/03/2011
3075.26,28/03/2011
3087.87,29/03/2011
3132.17,30/03/2011
3146.72,31/03/2011
3165.33,01/04/2011
3165.33,02/04/2011
3165.33,03/04/2011
3199.02,04/04/2011
3224.06,05/04/2011
3223.15,06/04/2011
3238.95,07/04/2011
3206.07,08/04/2011
3206.07,09/04/2011
3206.07,10/04/2011
3202.05,11/04/2011
3202.05,12/04/2011
3245.56,13/04/2011
3245.56,14/04/2011
3249.78,15/04/2011
3249.78,16/04/2011
3249.78,17/04/2011
3213.66,18/04/2011
3230.9,19/04/2011
3255.96,20/04/2011
3254,21/04/2011
3254,22/04/2011
3254,23/04/2011
3254,24/04/2011
3269.58,25/04/2011
3250.57,26/04/2011
3252.75,27/04/2011
3243.27,28/04/2011
3202.93,29/04/2011
3202.93,30/04/2011
3202.93,01/05/2011
3175.33,02/05/2011
3122.51,03/05/2011
3115.88,04/05/2011
3088.21,05/05/2011
3140.77,06/05/2011
3140.77,07/05/2011
3140.77,08/05/2011
3146.23,09/05/2011
3149.78,10/05/2011
3174.52,11/05/2011
3140.99,12/05/2011
3172.25,13/05/2011
3172.25,14/05/2011
3172.25,15/05/2011
3140.51,16/05/2011
3112.83,17/05/2011
3108.98,18/05/2011
3094.4,19/05/2011
3120.39,20/05/2011
3120.39,21/05/2011
3120.39,22/05/2011
3073.19,23/05/2011
3087.17,24/05/2011
3070.82,25/05/2011
3087.96,26/05/2011
3142.84,27/05/2011
3142.84,28/05/2011
3142.84,29/05/2011
3165.01,30/05/2011
3202.6,31/05/2011
3228.3,01/06/2011
3203.77,02/06/2011
3202.47,03/06/2011
3202.47,04/06/2011
3202.47,05/06/2011
3210.93,06/06/2011
3225.4,07/06/2011
3236.72,08/06/2011
3229.65,09/06/2011
3221.7,10/06/2011
3221.7,11/06/2011
3221.7,12/06/2011
3234.43,13/06/2011
3250.58,14/06/2011
3232.56,15/06/2011
3209.05,16/06/2011
3184.36,17/06/2011
3184.36,18/06/2011
3184.36,19/06/2011
3105.22,20/06/2011
3099.56,21/06/2011
3085.83,22/06/2011
3079.63,23/06/2011
3158.34,24/06/2011
3158.34,25/06/2011
3158.34,26/06/2011
3192.71,27/06/2011
3208.29,28/06/2011
3222.93,29/06/2011
3231.2,30/06/2011
3248.82,01/07/2011
3248.82,02/07/2011
3248.82,03/07/2011
3274.86,04/07/2011
3277.19,05/07/2011
3279.15,06/07/2011
3312.02,07/07/2011
3289.97,08/07/2011
3289.97,09/07/2011
3289.97,10/07/2011
3286.62,11/07/2011
3256.77,12/07/2011
3284.97,13/07/2011
3300.21,14/07/2011
3297.34,15/07/2011
3297.34,16/07/2011
3297.34,17/07/2011
3307.46,18/07/2011
3326.54,19/07/2011
3293.74,20/07/2011
3283.8,21/07/2011
3326.89,22/07/2011
3326.89,23/07/2011
3326.89,24/07/2011
3336.14,25/07/2011
3301.53,26/07/2011
3307.3,27/07/2011
3282.03,28/07/2011
3265.09,29/07/2011
3265.09,30/07/2011
3265.09,31/07/2011
3257.88,01/08/2011
3219.61,02/08/2011
3203.98,03/08/2011
3185.87,04/08/2011
3155.93,05/08/2011
3155.93,06/08/2011
3155.93,07/08/2011
3124.13,08/08/2011
3102.18,09/08/2011
3149.34,10/08/2011
3144.29,11/08/2011
3123.09,12/08/2011
3123.09,13/08/2011
3123.09,14/08/2011
3123.09,15/08/2011
3101.94,16/08/2011
3064.64,17/08/2011
3004.14,18/08/2011
2964.94,19/08/2011
2964.94,20/08/2011
2964.94,21/08/2011
2995.66,22/08/2011
3023.21,23/08/2011
